FileName,Rating1,Rating2
FinalData/18_1_0_20170109212417557.jpg.chip.jpg,2.0,4.0
FinalData/17_1_0_20170109214542387.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170104011720664.jpg.chip.jpg,1.0,2.0
FinalData/14_1_0_20170109213548658.jpg.chip.jpg,5.0,4.0
FinalData/16_1_0_20170109214719630.jpg.chip.jpg,5.0,5.0
FinalData/14_1_0_20170109204218773.jpg.chip.jpg,5.0,4.0
FinalData/15_1_0_20170104013418578.jpg.chip.jpg,2.0,5.0
FinalData/17_1_0_20170111182452732.jpg.chip.jpg,5.0,5.0
FinalData/14_1_0_20170104011733528.jpg.chip.jpg,3.0,2.0
FinalData/18_1_0_20170109214455239.jpg.chip.jpg,5.0,4.0
FinalData/18_1_0_20170109212936696.jpg.chip.jpg,2.0,2.0
FinalData/14_1_0_20170109212651931.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170109212357604.jpg.chip.jpg,4.0,2.0
FinalData/13_1_0_20170109203635557.jpg.chip.jpg,1.0,1.0
FinalData/14_1_0_20170109203937399.jpg.chip.jpg,2.0,2.0
FinalData/17_1_0_20170109212920120.jpg.chip.jpg,4.0,4.0
FinalData/18_1_0_20170109213911368.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170109213948727.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170109203340834.jpg.chip.jpg,1.0,2.0
FinalData/15_1_0_20170109214058590.jpg.chip.jpg,2.0,2.0
FinalData/18_1_0_20170109214116215.jpg.chip.jpg,3.0,4.0
FinalData/17_1_0_20170109201558943.jpg.chip.jpg,3.0,4.0
FinalData/15_1_0_20170109214328421.jpg.chip.jpg,1.0,1.0
FinalData/16_1_0_20170109213443708.jpg.chip.jpg,4.0,3.0
FinalData/18_1_0_20170109214527742.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170109214156684.jpg.chip.jpg,4.0,2.0
FinalData/18_1_0_20170109213922168.jpg.chip.jpg,3.0,3.0
FinalData/18_1_0_20170109205411880.jpg.chip.jpg,3.0,3.0
FinalData/18_1_0_20170109212536049.jpg.chip.jpg,3.0,1.0
FinalData/18_1_0_20170109213624244.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170104013351986.jpg.chip.jpg,1.0,3.0
FinalData/14_1_0_20170109204846649.jpg.chip.jpg,1.0,1.0
FinalData/17_1_0_20170109213642438.jpg.chip.jpg,2.0,4.0
FinalData/14_1_0_20170109205344937.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170109214102958.jpg.chip.jpg,1.0,2.0
FinalData/15_1_0_20170109214352795.jpg.chip.jpg,2.0,4.0
FinalData/15_1_0_20170109214319385.jpg.chip.jpg,5.0,2.0
FinalData/14_1_0_20170109213522480.jpg.chip.jpg,3.0,2.0
FinalData/16_1_0_20170103201016775.jpg.chip.jpg,3.0,3.0
FinalData/16_1_0_20170109212959831.jpg.chip.jpg,5.0,4.0
FinalData/15_1_0_20170109213511851.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170109212518607.jpg.chip.jpg,1.0,4.0
FinalData/18_1_0_20170103201359471.jpg.chip.jpg,3.0,3.0
FinalData/18_1_0_20170109213010399.jpg.chip.jpg,1.0,5.0
FinalData/18_1_0_20170109212554810.jpg.chip.jpg,4.0,5.0
FinalData/14_1_0_20170109205406978.jpg.chip.jpg,3.0,3.0
FinalData/16_1_0_20170109214621700.jpg.chip.jpg,2.0,2.0
FinalData/18_1_0_20170109214559082.jpg.chip.jpg,2.0,2.0
FinalData/14_1_0_20170109212753539.jpg.chip.jpg,1.0,1.0
FinalData/14_1_0_20170104005158239.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170109214342165.jpg.chip.jpg,5.0,4.0
FinalData/18_1_0_20170109213945602.jpg.chip.jpg,4.0,2.0
FinalData/17_1_0_20170103175424111.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170109212425897.jpg.chip.jpg,4.0,4.0
FinalData/17_1_0_20170109213559869.jpg.chip.jpg,3.0,2.0
FinalData/18_1_0_20170109214700491.jpg.chip.jpg,4.0,4.0
FinalData/15_1_0_20170105000525758.jpg.chip.jpg,4.0,3.0
FinalData/17_1_0_20170109214048004.jpg.chip.jpg,1.0,1.0
FinalData/14_1_0_20170109212749213.jpg.chip.jpg,1.0,2.0
FinalData/17_1_0_20170109212812805.jpg.chip.jpg,4.0,3.0
FinalData/18_1_0_20170109213414723.jpg.chip.jpg,4.0,3.0
FinalData/18_1_0_20170109212847067.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170109212926958.jpg.chip.jpg,1.0,1.0
FinalData/16_1_0_20170109214402325.jpg.chip.jpg,2.0,2.0
FinalData/14_1_0_20170109204131257.jpg.chip.jpg,2.0,1.0
FinalData/15_1_0_20170109203912357.jpg.chip.jpg,2.0,3.0
FinalData/17_1_0_20170109213933756.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170103201500071.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170109213550274.jpg.chip.jpg,2.0,2.0
FinalData/18_1_0_20170109213008587.jpg.chip.jpg,2.0,3.0
FinalData/18_1_0_20170109212828069.jpg.chip.jpg,4.0,4.0
FinalData/18_1_0_20170109214813691.jpg.chip.jpg,5.0,4.0
FinalData/14_1_0_20170109203505137.jpg.chip.jpg,1.0,4.0
FinalData/18_1_0_20170109214726739.jpg.chip.jpg,5.0,5.0
FinalData/17_1_0_20170109212954942.jpg.chip.jpg,4.0,4.0
FinalData/18_1_0_20170109213049651.jpg.chip.jpg,4.0,5.0
FinalData/16_1_0_20170102234708483.jpg.chip.jpg,1.0,2.0
FinalData/17_1_0_20170109214546339.jpg.chip.jpg,4.0,4.0
FinalData/16_1_0_20170109212513215.jpg.chip.jpg,4.0,4.0
FinalData/16_1_0_20170109213604149.jpg.chip.jpg,3.0,5.0
FinalData/18_1_0_20170109214239711.jpg.chip.jpg,1.0,2.0
FinalData/18_1_0_20170109214608184.jpg.chip.jpg,5.0,5.0
FinalData/16_1_0_20170109212446278.jpg.chip.jpg,5.0,5.0
FinalData/16_1_0_20170109213456322.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170103200757286.jpg.chip.jpg,4.0,3.0
FinalData/15_1_0_20170109203414090.jpg.chip.jpg,2.0,2.0
FinalData/18_1_0_20170109213102446.jpg.chip.jpg,5.0,5.0
FinalData/14_1_0_20170103201911744.jpg.chip.jpg,2.0,2.0
FinalData/13_1_0_20170109204108601.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170109205435776.jpg.chip.jpg,3.0,1.0
FinalData/18_1_0_20170109212826322.jpg.chip.jpg,5.0,4.0
FinalData/15_1_0_20170109214024612.jpg.chip.jpg,2.0,3.0
FinalData/14_1_0_20170109214501715.jpg.chip.jpg,1.0,1.0
FinalData/16_1_0_20170109213954271.jpg.chip.jpg,3.0,2.0
FinalData/18_1_0_20170109213938695.jpg.chip.jpg,3.0,3.0
FinalData/18_1_0_20170109214044181.jpg.chip.jpg,4.0,4.0
FinalData/16_1_0_20170103201602647.jpg.chip.jpg,2.0,2.0
FinalData/13_1_0_20170104005742384.jpg.chip.jpg,2.0,1.0
FinalData/16_1_0_20170104012333393.jpg.chip.jpg,4.0,3.0
FinalData/18_1_0_20170109213919463.jpg.chip.jpg,4.0,5.0
FinalData/16_1_0_20170109214519974.jpg.chip.jpg,4.0,5.0
FinalData/18_1_0_20170109212538216.jpg.chip.jpg,4.0,2.0
FinalData/14_1_0_20170109203625481.jpg.chip.jpg,3.0,2.0
FinalData/16_1_0_20170109213440225.jpg.chip.jpg,4.0,3.0
FinalData/16_1_0_20170109213007401.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170105002457379.jpg.chip.jpg,5.0,4.0
FinalData/18_1_0_20170109213109287.jpg.chip.jpg,4.0,4.0
FinalData/17_1_0_20170104012351409.jpg.chip.jpg,5.0,3.0
FinalData/16_1_0_20170104011815680.jpg.chip.jpg,4.0,2.0
FinalData/16_1_0_20170104013358122.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170109214601671.jpg.chip.jpg,5.0,5.0
FinalData/14_1_0_20170109204358190.jpg.chip.jpg,1.0,1.0
FinalData/18_1_0_20170104022856102.jpg.chip.jpg,5.0,5.0
FinalData/14_1_0_20170109204158115.jpg.chip.jpg,1.0,1.0
FinalData/16_1_0_20170109212859323.jpg.chip.jpg,3.0,3.0
FinalData/14_1_0_20170103200702463.jpg.chip.jpg,1.0,1.0
FinalData/15_1_0_20170109214516641.jpg.chip.jpg,5.0,5.0
FinalData/14_1_0_20170103200819591.jpg.chip.jpg,1.0,2.0
FinalData/16_1_0_20170109214415828.jpg.chip.jpg,4.0,5.0
FinalData/14_1_0_20170109204304326.jpg.chip.jpg,2.0,1.0
FinalData/16_1_0_20170109214652137.jpg.chip.jpg,3.0,4.0
FinalData/14_1_0_20170109204321875.jpg.chip.jpg,1.0,1.0
FinalData/16_1_0_20170109212413425.jpg.chip.jpg,4.0,4.0
